TITLE="Ionospheric Potential"
VARIABLES= "x"     \
"y"     \
"z"     \
"Theta"     \
"Psi"     \
"SigmaH"     \
"SigmaP"     \
"JR"     \
"PHI"     \
"Ex"     \
"Ey"     \
"Ez"     \
"Jx"     \
"Jy"     \
"Jz"     \
"Ux"     \
"Uy"     \
"Uz"     
ZONE T="Northern Hemisphere" \
I= 9 \
J= 33 \
F=POINT 
 1.06272e-05 0 1.06272 1e-05 0 2 2 1.47817e-06 0 0.000112712 0.00343125 -1.12712e-09 7087.92 6637.07 -0.0708792 -0.0664098 0.00218149 6.64098e-07
 0.207326 0 1.0423 0.19635 0 2 2 -6.47349e-05 -0.150003 5.96178e-05 0.00343125 -1.18587e-05 6877.45 6747.22 -1368.01 -0.0664879 0.00118923 0.0132253
 0.406684 0 0.981821 0.392699 0 2 2 -0.000144482 -0.161793 -1.12444e-05 0.00277388 4.65759e-06 5188.53 5596.21 -2149.16 -0.0537746 -0.000244904 0.0222742
 0.590413 0 0.883616 0.589049 0 2 2 -7.8127e-05 -0.117608 -4.32477e-05 0.00155158 2.88972e-05 2595.26 3245.89 -1734.09 -0.0300554 -0.00109022 0.0200824
 0.751453 0 0.751453 0.785398 0 2 2 -2.95771e-05 -0.0233489 -5.6263e-05 0.000630845 5.6263e-05 835.899 1466.04 -835.899 -0.0122104 -0.00174277 0.0122104
 0.883616 0 0.590413 0.981748 0 2 2 9.88951e-06 0.0941775 -5.22478e-05 0.000363991 7.81943e-05 323.994 989.045 -484.891 -0.00705539 -0.00210291 0.0105591
 0.981821 0 0.406684 1.1781 0 2 2 -1.71122e-05 0.226966 -3.27018e-05 0.000245968 7.89491e-05 117.299 788.33 -283.184 -0.00478932 -0.00176124 0.0115624
 1.0423 0 0.207326 1.37445 0 2 2 -1.38959e-06 0.32163 -8.09257e-06 0.000202457 4.06841e-05 58.3702 699.232 -293.447 -0.00397905 -0.000557623 0.0200041
 1.06272 0 -2.17967e-10 1.5708 0 2 2 2.38823e-07 0.337377 -3.35609e-16 0.000196717 -1.63629e-06 -6.71219e-09 786.869 -32.7259 -0.00399724 -0.000602552 -9.14327e-05
 1.0423e-05 2.07326e-06 1.06272 1e-05 0.19635 2 2 1.5219e-06 0 0.000117227 0.0034276 -7.83666e-09 7089.65 6620.75 -0.0824507 -0.0663393 0.00226886 6.4622e-07
 0.203342 0.0404472 1.0423 0.19635 0.19635 2 2 0.00116961 -1.04294 -7.9103e-05 0.00338855 -0.000116063 6532.62 6896.78 -1542.09 -0.0656174 -0.00120504 0.0128481
