TITLE="Ionospheric Potential"
VARIABLES= "x"     \
"y"     \
"z"     \
"Theta"     \
"Psi"     \
"SigmaH"     \
"SigmaP"     \
"JR"     \
"PHI"     \
ZONE T="Northern Hemisphere" \
I= 17 \
J= 129 \
F=POINT 
 1.06272e-05 0 1.06272 1e-05 0 2 2 0 0 
 0.052145 0 1.06144 0.0490874 0 2 2 0.2 -89.9196 
 0.104164 0 1.0576 0.0981748 0 2 2 0.2 -168.969 
 0.155933 0 1.05121 0.147262 0 2 2 0.2 -212.092 
 0.207326 0 1.0423 0.19635 0 2 2 0.2 -238.314 
 0.258219 0 1.03087 0.245437 0 2 2 0.2 -248.663 
 0.30849 0 1.01696 0.294524 0 2 2 0 -247.365 
 0.358018 0 1.00059 0.343612 0 2 2 0 -246.411 
 0.406684 0 0.981821 0.392699 0 2 2 0 -245.743 
 0.454369 0 0.960684 0.441786 0 2 2 0 -245.201 
 0.500961 0 0.937231 0.490874 0 2 2 0 -244.808 
 0.546345 0 0.911522 0.539961 0 2 2 0 -244.475 
 0.590413 0 0.883616 0.589049 0 2 2 0 -244.249 
 0.633059 0 0.853581 0.638136 0 2 2 0 -244.055 
 0.67418 0 0.82149 0.687223 0 2 2 0 -243.954 
 0.713676 0 0.78742 0.736311 0 2 2 0 -243.871 
 0.751446 0 0.751461 0.785388 0 2 2 0 -243.871 
 1.06144e-05 5.2145e-07 1.06272 1e-05 0.0490874 2 2 0 0 
 0.0520822 0.00255863 1.06144 0.0490874 0.0490874 2 2 0.2 -90.0433 
 0.104039 0.0051111 1.0576 0.0981748 0.0490874 2 2 0.2 -168.944 
 0.155745 0.00765126 1.05121 0.147262 0.0490874 2 2 0.2 -212.19 
 0.207076 0.010173 1.0423 0.19635 0.0490874 2 2 0.2 -238.324 
 0.257908 0.0126702 1.03087 0.245437 0.0490874 2 2 0.2 -248.7 
 0.308118 0.0151369 1.01696 0.294524 0.0490874 2 2 0 -247.364 
 0.357587 0.0175671 1.00059 0.343612 0.0490874 2 2 0 -246.448 
 0.406194 0.019955 0.981821 0.392699 0.0490874 2 2 0 -245.747 
 0.453822 0.0222949 0.960684 0.441786 0.0490874 2 2 0 -245.238 
 0.500357 0.024581 0.937231 0.490874 0.0490874 2 2 0 -244.815 
 0.545687 0.0268079 0.911522 0.539961 0.0490874 2 2 0 -244.514 
 0.589702 0.0289702 0.883616 0.589049 0.0490874 2 2 0 -244.258 
 0.632296 0.0310627 0.853581 0.638136 0.0490874 2 2 0 -244.097 
 0.673368 0.0330804 0.82149 0.687223 0.0490874 2 2 0 -243.963 
 0.712817 0.0350184 0.78742 0.736311 0.0490874 2 2 0 -243.916 
 0.750541 0.0368717 0.751461 0.785388 0.0490874 2 2 0 -243.916 
 1.0576e-05 1.04164e-06 1.06272 1e-05 0.0981748 2 2 0 0 
 0.0518939 0.0051111 1.06144 0.0490874 0.0981748 2 2 0.2 -89.9637 
 0.103663 0.0102099 1.0576 0.0981748 0.0981748 2 2 0.2 -169.051 
 0.155182 0.0152841 1.05121 0.147262 0.0981748 2 2 0.2 -212.169 
 0.206327 0.0203215 1.0423 0.19635 0.0981748 2 2 0.2 -238.382 
 0.256975 0.0253099 1.03087 0.245437 0.0981748 2 2 0.2 -248.729 
 0.307005 0.0302373 1.01696 0.294524 0.0981748 2 2 0 -247.427 
 0.356294 0.0350919 1.00059 0.343612 0.0981748 2 2 0 -246.474 
 0.404725 0.039862 0.981821 0.392699 0.0981748 2 2 0 -245.807 
 0.452182 0.044536 0.960684 0.441786 0.0981748 2 2 0 -245.268 
 0.498548 0.0491027 0.937231 0.490874 0.0981748 2 2 0 -244.876 
 0.543714 0.0535512 0.911522 0.539961 0.0981748 2 2 0 -244.548 
 0.58757 0.0578706 0.883616 0.589049 0.0981748 2 2 0 -244.323 
 0.630011 0.0620506 0.853581 0.638136 0.0981748 2 2 0 -244.134 
 0.670933 0.0660812 0.82149 0.687223 0.0981748 2 2 0 -244.034 
 0.71024 0.0699525 0.78742 0.736311 0.0981748 2 2 0 -243.956 
 0.747827 0.0736546 0.751461 0.785388 0.0981748 2 2 0 -243.956 
 1.05121e-05 1.55933e-06 1.06272 1e-05 0.147262 2 2 0 0 
 0.0515806 0.00765126 1.06144 0.0490874 0.147262 2 2 0.2 -90.1216 
 0.103037 0.0152841 1.0576 0.0981748 0.147262 2 2 0.2 -169.103 
 0.154245 0.0228801 1.05121 0.147262 0.147262 2 2 0.2 -212.327 
 0.205082 0.030421 1.0423 0.19635 0.147262 2 2 0.2 -238.452 
 0.255424 0.0378886 1.03087 0.245437 0.147262 2 2 0.2 -248.815 
 0.305151 0.0452649 1.01696 0.294524 0.147262 2 2 0 -247.476 
 0.354143 0.0525322 1.00059 0.343612 0.147262 2 2 0 -246.556 
 0.402282 0.0596729 0.981821 0.392699 0.147262 2 2 0 -245.858 
 0.449452 0.0666698 0.960684 0.441786 0.147262 2 2 0 -245.348 
 0.495539 0.0735062 0.937231 0.490874 0.147262 2 2 0 -244.931 
 0.540432 0.0801655 0.911522 0.539961 0.147262 2 2 0 -244.631 
 0.584023 0.0866316 0.883616 0.589049 0.147262 2 2 0 -244.382 
 0.626207 0.092889 0.853581 0.638136 0.147262 2 2 0 -244.223 
 0.666883 0.0989227 0.82149 0.687223 0.147262 2 2 0 -244.097 
 0.705952 0.104718 0.78742 0.736311 0.147262 2 2 0 -244.05 
 0.743313 0.11026 0.751461 0.785388 0.147262 2 2 0 -244.05 
 1.0423e-05 2.07326e-06 1.06272 1e-05 0.19635 2 2 0 0 
 0.051143 0.010173 1.06144 0.0490874 0.19635 2 2 0.2 -90.0759 
 0.102163 0.0203215 1.0576 0.0981748 0.19635 2 2 0.2 -169.256 
 0.152937 0.030421 1.05121 0.147262 0.19635 2 2 0.2 -212.365 
 0.203342 0.0404472 1.0423 0.19635 0.19635 2 2 0.2 -238.554 
